genero,grupo_etnico,nivel_educacao_pais,tipo_de_bolsa,fez_curso_preparatorio,pontuacao_matematica,pontuacao_leitura,pontuacao_escrita
mulher,grupo_C,ensino_medio,padrao,N,80,85,90
homem,grupo_C,ensino_superior_completo,padrao,S,83,84,83
homem,grupo_C,ensino_medio,padrao,S,62,66,65
mulher,grupo_C,ensino_superior_completo,gratuita,N,47,53,55
homem,grupo_E,ensino_superior_continuado,gratuita,N,57,52,45
homem,grupo_C,ensino_superior_incompleto,padrao,S,81,84,87
homem,grupo_D,ensino_fundamental,padrao,S,72,69,68
mulher,grupo_D,ensino_superior_incompleto,padrao,S,73,86,85
homem,grupo_B,ensino_superior_incompleto,padrao,N,75,69,66
mulher,grupo_B,ensino_superior_continuado,padrao,S,99,96,100
mulher,grupo_D,ensino_superior_completo,gratuita,N,62,69,67
homem,grupo_C,ensino_superior_incompleto,padrao,N,86,85,80
homem,grupo_E,ensino_fundamental,padrao,S,61,59,59
mulher,grupo_C,ensino_medio,padrao,N,48,55,51
homem,grupo_C,ensino_superior_continuado,gratuita,N,58,60,57
mulher,grupo_B,ensino_fundamental,padrao,S,68,68,78
homem,grupo_D,ensino_medio,gratuita,N,77,79,77
mulher,grupo_C,ensino_superior_completo,padrao,N,62,81,80
homem,grupo_C,ensino_fundamental,padrao,S,65,56,59
mulher,grupo_E,ensino_superior_completo,gratuita,S,77,79,80
mulher,grupo_D,ensino_superior_completo,padrao,S,100,100,100
mulher,grupo_E,ensino_fundamental,padrao,S,78,93,94
homem,grupo_C,ensino_superior_completo,gratuita,S,43,44,50
homem,grupo_D,ensino_superior_completo,gratuita,S,69,67,68
homem,grupo_C,ensino_superior_completo,gratuita,N,86,78,78
homem,grupo_C,ensino_medio,padrao,S,69,58,62
mulher,grupo_C,ensino_fundamental,padrao,N,62,68,66
homem,grupo_C,ensino_fundamental,padrao,S,67,59,57
mulher,grupo_D,ensino_medio,gratuita,N,32,46,42
mulher,grupo_A,ensino_superior_continuado,padrao,S,58,76,79
mulher,grupo_B,ensino_superior_completo,padrao,N,43,53,51
mulher,grupo_C,ensino_superior_continuado,gratuita,N,36,54,46
mulher,grupo_C,ensino_medio,padrao,N,70,65,70
mulher,grupo_D,ensino_fundamental,padrao,N,88,100,94
mulher,grupo_D,ensino_superior_mestrado,gratuita,N,69,66,66
mulher,grupo_E,ensino_superior_completo,padrao,N,68,55,59
homem,grupo_D,ensino_superior_completo,gratuita,S,66,59,62
mulher,grupo_B,ensino_superior_incompleto,padrao,N,89,98,92
mulher,grupo_B,ensino_superior_mestrado,gratuita,N,56,62,68
mulher,grupo_C,ensino_medio,padrao,S,80,90,93
homem,grupo_A,ensino_superior_mestrado,padrao,N,62,69,66
homem,grupo_B,ensino_fundamental,padrao,N,43,31,29
mulher,grupo_D,ensino_superior_incompleto,padrao,N,80,84,89
homem,grupo_C,ensino_superior_mestrado,padrao,N,91,78,78
homem,grupo_C,ensino_superior_mestrado,padrao,N,45,43,39
homem,grupo_C,ensino_superior_completo,gratuita,N,57,54,49
mulher,grupo_C,ensino_fundamental,gratuita,N,46,68,57
mulher,grupo_E,ensino_superior_completo,padrao,N,82,93,84
mulher,grupo_C,ensino_superior_completo,gratuita,N,36,47,41
homem,grupo_B,ensino_superior_completo,padrao,N,88,87,84
homem,grupo_C,ensino_fundamental,padrao,N,82,83,74
homem,grupo_D,ensino_superior_mestrado,padrao,N,76,69,67
mulher,grupo_B,ensino_medio,gratuita,S,46,48,46
mulher,grupo_D,ensino_fundamental,padrao,S,78,79,88
mulher,grupo_B,ensino_superior_incompleto,gratuita,N,67,71,69
mulher,grupo_D,ensino_superior_incompleto,padrao,N,53,61,59
mulher,grupo_B,ensino_medio,padrao,N,78,88,83
homem,grupo_B,ensino_fundamental,padrao,N,62,60,56
mulher,grupo_C,ensino_medio,padrao,S,82,97,96
homem,grupo_B,ensino_superior_incompleto,gratuita,N,37,41,36
mulher,grupo_C,ensino_superior_mestrado,gratuita,N,46,63,66
homem,grupo_A,ensino_medio,padrao,N,82,84,79
homem,grupo_C,ensino_superior_completo,padrao,N,92,85,78
mulher,grupo_D,ensino_superior_incompleto,padrao,N,71,79,77
homem,grupo_D,ensino_superior_mestrado,gratuita,N,49,41,45
mulher,grupo_B,ensino_superior_continuado,padrao,N,68,73,78
homem,grupo_C,ensino_fundamental,padrao,N,87,85,80
homem,grupo_A,ensino_superior_incompleto,padrao,S,84,85,88
homem,grupo_B,ensino_fundamental,padrao,S,89,87,86
mulher,grupo_C,ensino_superior_incompleto,padrao,S,51,53,59
mulher,grupo_B,ensino_medio,gratuita,N,46,61,53
mulher,grupo_E,ensino_superior_incompleto,padrao,N,49,52,56
homem,grupo_D,ensino_superior_mestrado,gratuita,N,68,66,57
mulher,grupo_D,ensino_superior_completo,padrao,N,64,66,67
homem,grupo_C,ensino_superior_incompleto,padrao,N,61,57,55
homem,grupo_B,ensino_fundamental,padrao,N,63,59,50
mulher,grupo_C,ensino_superior_completo,gratuita,N,46,55,57
mulher,grupo_C,ensino_superior_continuado,gratuita,N,52,64,58
mulher,grupo_D,ensino_superior_continuado,padrao,S,66,75,81
mulher,grupo_E,ensino_medio,gratuita,S,53,59,65
mulher,grupo_B,ensino_superior_continuado,gratuita,S,89,93,95
homem,grupo_C,ensino_fundamental,padrao,S,79,75,72
mulher,grupo_C,ensino_superior_completo,padrao,S,60,68,72
mulher,grupo_C,ensino_superior_continuado,padrao,N,66,74,72
homem,grupo_E,ensino_superior_incompleto,padrao,N,84,79,73
homem,grupo_B,ensino_superior_continuado,gratuita,S,55,61,65
homem,grupo_E,ensino_superior_completo,gratuita,S,59,47,50
homem,grupo_B,ensino_fundamental,padrao,N,46,42,39
homem,grupo_D,ensino_superior_incompleto,padrao,S,85,82,76
homem,grupo_D,ensino_fundamental,padrao,N,64,54,58
homem,grupo_C,ensino_fundamental,padrao,N,58,45,47
mulher,grupo_A,ensino_medio,padrao,N,68,86,81
homem,grupo_E,ensino_superior_completo,gratuita,S,63,48,52
homem,grupo_D,ensino_medio,padrao,S,86,88,89
mulher,grupo_E,ensino_fundamental,padrao,S,66,79,84
homem,grupo_B,ensino_fundamental,gratuita,S,45,48,44
homem,grupo_C,ensino_superior_continuado,padrao,S,70,65,66
mulher,grupo_A,ensino_fundamental,gratuita,S,46,70,63
mulher,grupo_D,ensino_superior_incompleto,padrao,S,93,94,100
mulher,grupo_E,ensino_fundamental,padrao,N,62,52,55
homem,grupo_D,ensino_superior_mestrado,gratuita,N,85,81,78
homem,grupo_D,ensino_superior_incompleto,padrao,N,87,68,67
homem,grupo_D,ensino_superior_completo,gratuita,N,59,60,61
mulher,grupo_C,ensino_fundamental,padrao,N,67,59,58
mulher,grupo_C,ensino_superior_completo,gratuita,S,47,51,47
homem,grupo_B,ensino_superior_completo,padrao,S,64,64,65
mulher,grupo_C,ensino_superior_mestrado,padrao,S,65,80,83
homem,grupo_B,ensino_superior_completo,gratuita,N,45,43,34
mulher,grupo_D,ensino_superior_incompleto,padrao,S,67,76,84
mulher,grupo_B,ensino_superior_mestrado,gratuita,N,75,96,91
mulher,grupo_B,ensino_superior_incompleto,padrao,S,56,69,75
homem,grupo_C,ensino_fundamental,gratuita,N,59,78,65
mulher,grupo_C,ensino_fundamental,padrao,S,73,86,81
mulher,grupo_D,ensino_superior_incompleto,padrao,S,85,94,97
mulher,grupo_B,ensino_fundamental,gratuita,S,68,80,75
mulher,grupo_C,ensino_superior_continuado,padrao,N,71,85,81
mulher,grupo_D,ensino_fundamental,padrao,N,62,77,73
mulher,grupo_C,ensino_superior_incompleto,gratuita,N,50,68,63
homem,grupo_C,ensino_medio,gratuita,N,56,50,52
homem,grupo_C,ensino_superior_incompleto,gratuita,N,44,38,38
mulher,grupo_D,ensino_superior_continuado,gratuita,N,55,66,65
mulher,grupo_C,ensino_superior_completo,padrao,S,83,81,93
mulher,grupo_C,ensino_medio,padrao,N,79,86,86
homem,grupo_D,ensino_superior_incompleto,padrao,N,62,57,58
homem,grupo_E,ensino_superior_incompleto,padrao,N,70,63,61
homem,grupo_C,ensino_superior_completo,padrao,N,90,86,80
homem,grupo_E,ensino_superior_completo,padrao,N,74,66,66
homem,grupo_B,ensino_medio,padrao,N,67,68,63
homem,grupo_B,ensino_superior_completo,padrao,N,66,60,56
homem,grupo_D,ensino_superior_completo,padrao,S,57,55,55
homem,grupo_B,ensino_superior_completo,padrao,N,65,59,61
homem,grupo_E,ensino_superior_incompleto,padrao,N,90,81,72
homem,grupo_C,ensino_superior_mestrado,padrao,N,100,100,87
mulher,grupo_B,ensino_superior_incompleto,gratuita,S,46,64,62
homem,grupo_D,ensino_medio,padrao,N,59,61,60
mulher,grupo_D,ensino_superior_completo,padrao,N,74,85,84
homem,grupo_D,ensino_superior_incompleto,padrao,S,76,70,73
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,42,58,63
homem,grupo_A,ensino_medio,padrao,N,52,52,45
mulher,grupo_D,ensino_superior_incompleto,gratuita,S,67,93,91
mulher,grupo_B,ensino_superior_completo,gratuita,N,62,74,68
mulher,grupo_B,ensino_medio,padrao,N,30,33,28
mulher,grupo_A,ensino_fundamental,padrao,N,67,64,68
mulher,grupo_D,ensino_superior_mestrado,gratuita,N,67,70,73
mulher,grupo_E,ensino_superior_incompleto,padrao,N,72,68,68
mulher,grupo_B,ensino_fundamental,padrao,N,51,68,64
mulher,grupo_C,ensino_superior_incompleto,padrao,N,73,76,70
mulher,grupo_E,ensino_superior_incompleto,gratuita,N,68,83,84
mulher,grupo_C,ensino_superior_incompleto,gratuita,N,61,68,63
mulher,grupo_D,ensino_superior_completo,gratuita,N,54,70,63
mulher,grupo_B,ensino_fundamental,gratuita,N,42,63,59
homem,grupo_E,ensino_superior_completo,gratuita,N,77,74,74
homem,grupo_B,ensino_superior_continuado,gratuita,S,57,52,51
homem,grupo_D,ensino_medio,padrao,N,56,62,57
homem,grupo_D,ensino_medio,padrao,S,64,56,61
mulher,grupo_D,ensino_superior_incompleto,gratuita,S,56,69,71
mulher,grupo_E,ensino_fundamental,padrao,S,95,92,91
mulher,grupo_C,ensino_superior_incompleto,padrao,S,77,80,82
homem,grupo_D,ensino_superior_continuado,gratuita,S,74,69,81
homem,grupo_B,ensino_superior_incompleto,padrao,N,64,69,64
homem,grupo_D,ensino_medio,padrao,N,68,67,61
homem,grupo_A,ensino_superior_completo,gratuita,N,47,50,44
homem,grupo_B,ensino_medio,padrao,N,86,77,73
mulher,grupo_C,ensino_superior_incompleto,padrao,S,75,80,84
homem,grupo_C,ensino_medio,padrao,N,64,65,59
mulher,grupo_D,ensino_fundamental,padrao,S,85,100,98
mulher,grupo_E,ensino_superior_incompleto,gratuita,S,66,72,73
homem,grupo_A,ensino_superior_mestrado,padrao,S,81,84,81
mulher,grupo_B,ensino_medio,padrao,N,62,76,72
homem,grupo_D,ensino_superior_continuado,padrao,N,95,91,86
homem,grupo_D,ensino_fundamental,padrao,N,59,56,52
homem,grupo_A,ensino_superior_incompleto,padrao,N,79,74,69
mulher,grupo_C,ensino_fundamental,padrao,S,53,63,68
homem,grupo_A,ensino_fundamental,padrao,N,68,73,61
homem,grupo_D,ensino_fundamental,padrao,S,62,56,57
homem,grupo_B,ensino_superior_mestrado,padrao,S,99,99,99
homem,grupo_B,ensino_superior_incompleto,padrao,S,62,64,61
mulher,grupo_D,ensino_superior_continuado,gratuita,N,70,86,85
mulher,grupo_B,ensino_superior_completo,padrao,N,72,83,80
homem,grupo_E,ensino_medio,padrao,N,72,60,62
homem,grupo_E,ensino_superior_incompleto,padrao,N,75,76,65
mulher,grupo_D,ensino_medio,gratuita,S,74,83,83
homem,grupo_E,ensino_superior_incompleto,gratuita,N,73,66,64
mulher,grupo_B,ensino_medio,padrao,N,73,77,82
homem,grupo_B,ensino_superior_completo,padrao,N,59,55,55
homem,grupo_D,ensino_medio,gratuita,N,51,49,41
homem,grupo_C,ensino_superior_completo,gratuita,N,82,77,75
mulher,grupo_C,ensino_medio,padrao,N,68,73,68
homem,grupo_D,ensino_fundamental,padrao,N,88,77,76
mulher,grupo_E,ensino_superior_incompleto,padrao,S,87,86,87
mulher,grupo_E,ensino_superior_incompleto,padrao,N,65,79,69
mulher,grupo_D,ensino_superior_completo,gratuita,S,66,75,76
mulher,grupo_B,ensino_medio,padrao,S,40,55,49
mulher,grupo_C,ensino_medio,gratuita,S,21,47,41
mulher,grupo_D,ensino_superior_completo,padrao,N,73,75,82
mulher,grupo_C,ensino_fundamental,padrao,S,73,82,86
homem,grupo_D,ensino_superior_incompleto,padrao,S,70,61,61
mulher,grupo_C,ensino_medio,gratuita,N,60,65,65
mulher,grupo_D,ensino_superior_completo,padrao,N,71,79,80
homem,grupo_B,ensino_fundamental,gratuita,N,64,63,57
homem,grupo_C,ensino_superior_incompleto,padrao,N,79,69,64
mulher,grupo_C,ensino_superior_incompleto,padrao,S,61,72,70
mulher,grupo_D,ensino_fundamental,padrao,N,75,80,76
mulher,grupo_C,ensino_fundamental,gratuita,N,44,57,56
homem,grupo_A,ensino_superior_completo,gratuita,S,44,57,57
mulher,grupo_D,ensino_superior_mestrado,padrao,N,73,86,81
mulher,grupo_E,ensino_superior_incompleto,padrao,N,66,66,63
mulher,grupo_C,ensino_superior_incompleto,padrao,N,63,75,70
homem,grupo_D,ensino_superior_incompleto,gratuita,S,71,74,76
mulher,grupo_D,ensino_fundamental,padrao,N,65,80,76
mulher,grupo_E,ensino_fundamental,padrao,N,55,64,60
mulher,grupo_B,ensino_fundamental,padrao,S,46,54,58
homem,grupo_B,ensino_superior_incompleto,padrao,S,62,66,56
mulher,grupo_C,ensino_superior_incompleto,padrao,N,54,63,61
homem,grupo_D,ensino_superior_incompleto,gratuita,S,62,67,70
homem,grupo_C,ensino_medio,padrao,S,60,61,54
homem,grupo_E,ensino_superior_completo,padrao,N,69,60,54
mulher,grupo_D,ensino_superior_completo,gratuita,N,62,77,66
mulher,grupo_C,ensino_medio,padrao,S,69,85,83
homem,grupo_B,ensino_superior_completo,padrao,N,98,86,84
mulher,grupo_C,ensino_superior_completo,gratuita,N,72,94,89
mulher,grupo_C,ensino_superior_incompleto,padrao,S,83,84,81
homem,grupo_B,ensino_superior_incompleto,padrao,N,68,67,63
homem,grupo_E,ensino_superior_completo,padrao,N,94,79,80
mulher,grupo_C,ensino_superior_mestrado,padrao,N,90,91,89
mulher,grupo_D,ensino_superior_mestrado,padrao,S,88,100,100
homem,grupo_B,ensino_superior_completo,padrao,S,51,47,45
mulher,grupo_D,ensino_superior_completo,padrao,S,73,89,89
mulher,grupo_E,ensino_fundamental,gratuita,N,47,48,51
homem,grupo_A,ensino_superior_mestrado,gratuita,S,60,58,56
homem,grupo_C,ensino_medio,gratuita,N,49,50,36
homem,grupo_D,ensino_superior_continuado,gratuita,S,74,68,74
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,56,65,71
mulher,grupo_C,ensino_superior_completo,padrao,S,84,87,91
mulher,grupo_C,ensino_superior_completo,padrao,N,79,86,76
homem,grupo_C,ensino_superior_incompleto,padrao,N,78,77,71
mulher,grupo_E,ensino_medio,padrao,S,80,87,85
mulher,grupo_E,ensino_superior_incompleto,padrao,N,78,79,80
homem,grupo_B,ensino_superior_continuado,gratuita,N,68,66,61
mulher,grupo_D,ensino_superior_incompleto,padrao,S,69,89,94
mulher,grupo_D,ensino_superior_incompleto,padrao,S,31,36,39
homem,grupo_C,ensino_superior_continuado,padrao,N,84,73,70
mulher,grupo_E,ensino_superior_incompleto,gratuita,N,86,87,81
homem,grupo_E,ensino_superior_incompleto,gratuita,N,68,50,50
mulher,grupo_B,ensino_medio,padrao,N,66,79,75
mulher,grupo_C,ensino_superior_completo,padrao,S,55,60,65
homem,grupo_D,ensino_superior_incompleto,padrao,N,75,79,68
homem,grupo_D,ensino_superior_continuado,gratuita,S,77,61,64
homem,grupo_B,ensino_fundamental,padrao,N,49,44,43
mulher,grupo_B,ensino_medio,gratuita,N,39,61,56
homem,grupo_C,ensino_superior_completo,padrao,N,66,63,56
homem,grupo_C,ensino_fundamental,padrao,N,53,53,51
homem,grupo_B,ensino_fundamental,padrao,S,52,48,37
mulher,grupo_E,ensino_superior_completo,padrao,S,89,91,94
homem,grupo_C,ensino_fundamental,gratuita,N,44,40,39
mulher,grupo_C,ensino_superior_continuado,padrao,N,75,88,89
homem,grupo_C,ensino_superior_incompleto,padrao,S,69,63,59
mulher,grupo_A,ensino_fundamental,gratuita,N,59,76,80
homem,grupo_C,ensino_fundamental,gratuita,S,55,63,64
mulher,grupo_D,ensino_superior_incompleto,padrao,N,83,96,96
mulher,grupo_E,ensino_medio,gratuita,N,60,62,52
homem,grupo_D,ensino_superior_incompleto,padrao,S,83,76,78
mulher,grupo_C,ensino_medio,gratuita,N,33,51,46
homem,grupo_D,ensino_superior_incompleto,gratuita,N,66,66,66
homem,grupo_B,ensino_medio,padrao,N,77,78,73
mulher,grupo_C,ensino_medio,padrao,N,63,69,65
mulher,grupo_D,ensino_superior_incompleto,padrao,S,63,83,84
mulher,grupo_A,ensino_superior_completo,gratuita,N,35,46,38
mulher,grupo_E,ensino_superior_continuado,padrao,N,69,66,69
homem,grupo_B,ensino_fundamental,gratuita,N,61,58,51
mulher,grupo_D,ensino_superior_continuado,padrao,N,44,50,47
homem,grupo_B,ensino_superior_incompleto,gratuita,N,17,19,16
mulher,grupo_D,ensino_medio,padrao,N,58,69,68
homem,grupo_D,ensino_superior_incompleto,padrao,N,77,73,67
mulher,grupo_B,ensino_superior_completo,gratuita,N,73,80,78
mulher,grupo_C,ensino_medio,gratuita,S,41,56,57
mulher,grupo_A,ensino_superior_incompleto,padrao,N,85,85,86
mulher,grupo_C,ensino_superior_completo,padrao,S,96,92,96
mulher,grupo_D,ensino_medio,padrao,N,60,73,68
homem,grupo_C,ensino_medio,padrao,N,80,63,54
mulher,grupo_E,ensino_medio,padrao,S,94,100,100
homem,grupo_B,ensino_medio,padrao,N,60,51,46
homem,grupo_C,ensino_fundamental,gratuita,N,37,40,31
mulher,grupo_C,ensino_fundamental,gratuita,N,76,79,75
homem,grupo_D,ensino_superior_incompleto,gratuita,N,37,37,35
homem,grupo_C,ensino_superior_incompleto,padrao,N,67,73,69
homem,grupo_A,ensino_superior_incompleto,padrao,N,62,52,52
mulher,grupo_E,ensino_superior_continuado,padrao,N,77,74,71
homem,grupo_D,ensino_superior_completo,padrao,N,70,67,67
homem,grupo_B,ensino_fundamental,padrao,N,82,66,64
homem,grupo_C,ensino_superior_completo,padrao,S,78,70,70
homem,grupo_B,ensino_superior_incompleto,padrao,N,51,48,44
homem,grupo_C,ensino_superior_incompleto,padrao,S,60,68,59
homem,grupo_B,ensino_medio,padrao,S,78,76,69
mulher,grupo_A,ensino_superior_completo,gratuita,N,74,73,71
homem,grupo_C,ensino_superior_incompleto,padrao,N,72,68,63
homem,grupo_D,ensino_superior_completo,gratuita,N,68,61,58
homem,grupo_E,ensino_superior_completo,padrao,N,73,57,57
mulher,grupo_C,ensino_fundamental,gratuita,N,56,61,63
homem,grupo_C,ensino_superior_incompleto,gratuita,N,77,76,72
mulher,grupo_C,ensino_superior_continuado,gratuita,S,35,49,50
mulher,grupo_D,ensino_superior_incompleto,padrao,N,74,90,86
homem,grupo_C,ensino_superior_completo,gratuita,N,55,61,52
mulher,grupo_E,ensino_superior_incompleto,gratuita,S,64,73,73
mulher,grupo_D,ensino_medio,gratuita,S,46,52,55
mulher,grupo_C,ensino_fundamental,gratuita,N,53,65,65
homem,grupo_C,ensino_medio,gratuita,N,70,72,66
homem,grupo_C,ensino_superior_incompleto,gratuita,N,58,47,52
mulher,grupo_B,ensino_superior_mestrado,gratuita,S,53,72,68
mulher,grupo_B,ensino_superior_completo,gratuita,N,47,53,54
homem,grupo_D,ensino_superior_completo,padrao,N,53,47,49
mulher,grupo_B,ensino_fundamental,padrao,N,54,68,60
homem,grupo_C,ensino_medio,padrao,S,89,94,90
homem,grupo_C,ensino_superior_continuado,padrao,N,69,72,73
mulher,grupo_A,ensino_superior_completo,padrao,S,46,56,57
mulher,grupo_C,ensino_superior_completo,padrao,N,53,65,64
mulher,grupo_B,ensino_superior_incompleto,padrao,N,82,91,93
mulher,grupo_E,ensino_medio,padrao,S,84,99,97
homem,grupo_E,ensino_medio,padrao,N,78,62,57
mulher,grupo_C,ensino_superior_mestrado,gratuita,S,73,91,89
mulher,grupo_E,ensino_superior_incompleto,padrao,N,62,64,68
homem,grupo_A,ensino_superior_incompleto,padrao,N,78,66,77
mulher,grupo_D,ensino_superior_completo,padrao,S,78,82,90
homem,grupo_E,ensino_superior_continuado,gratuita,S,62,65,58
mulher,grupo_D,ensino_medio,padrao,N,67,81,74
homem,grupo_D,ensino_medio,padrao,N,73,65,64
mulher,grupo_C,ensino_superior_continuado,padrao,N,75,91,86
homem,grupo_C,ensino_superior_continuado,gratuita,S,64,66,69
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,54,60,61
mulher,grupo_B,ensino_fundamental,padrao,S,87,98,97
mulher,grupo_D,ensino_fundamental,padrao,N,63,69,63
mulher,grupo_D,ensino_superior_incompleto,padrao,N,86,88,95
mulher,grupo_C,ensino_superior_mestrado,padrao,N,68,75,75
mulher,grupo_C,ensino_superior_completo,padrao,N,54,71,65
mulher,grupo_A,ensino_medio,padrao,N,74,76,69
mulher,grupo_B,ensino_superior_incompleto,gratuita,N,32,38,40
homem,grupo_E,ensino_medio,gratuita,S,87,83,83
homem,grupo_A,ensino_superior_incompleto,padrao,S,76,74,72
mulher,grupo_E,ensino_superior_incompleto,padrao,N,47,58,60
homem,grupo_B,ensino_superior_continuado,padrao,N,85,71,68
mulher,grupo_D,ensino_fundamental,gratuita,S,50,72,68
mulher,grupo_D,ensino_superior_continuado,padrao,N,73,84,86
mulher,grupo_D,ensino_superior_incompleto,padrao,N,66,76,72
mulher,grupo_A,ensino_superior_incompleto,gratuita,N,40,53,55
mulher,grupo_C,ensino_fundamental,padrao,N,67,77,80
homem,grupo_D,ensino_medio,padrao,S,76,77,80
mulher,grupo_B,ensino_medio,gratuita,S,61,70,79
mulher,grupo_D,ensino_superior_completo,gratuita,N,40,63,53
homem,grupo_A,ensino_medio,padrao,N,94,88,75
homem,grupo_E,ensino_superior_incompleto,padrao,N,99,94,90
mulher,grupo_B,ensino_superior_completo,gratuita,N,45,56,58
mulher,grupo_C,ensino_fundamental,padrao,N,90,88,87
homem,grupo_D,ensino_fundamental,padrao,N,68,65,59
homem,grupo_C,ensino_fundamental,padrao,N,64,62,53
mulher,grupo_B,ensino_superior_continuado,padrao,S,81,86,90
mulher,grupo_E,ensino_fundamental,gratuita,N,47,62,54
mulher,grupo_C,ensino_fundamental,padrao,N,58,70,63
homem,grupo_D,ensino_fundamental,padrao,S,74,73,72
homem,grupo_D,ensino_medio,padrao,N,57,60,49
homem,grupo_D,ensino_superior_mestrado,gratuita,N,60,63,57
homem,grupo_C,ensino_superior_completo,gratuita,S,68,66,66
mulher,grupo_B,ensino_fundamental,gratuita,S,35,51,55
mulher,grupo_E,ensino_superior_completo,padrao,N,91,91,90
mulher,grupo_D,ensino_fundamental,padrao,N,68,76,76
homem,grupo_D,ensino_superior_incompleto,gratuita,N,56,56,55
mulher,grupo_C,ensino_superior_completo,gratuita,S,82,95,92
homem,grupo_C,ensino_medio,gratuita,S,72,73,70
mulher,grupo_D,ensino_superior_incompleto,padrao,S,76,95,93
mulher,grupo_B,ensino_superior_continuado,padrao,N,80,95,89
mulher,grupo_B,ensino_fundamental,padrao,S,71,78,78
homem,grupo_D,ensino_superior_incompleto,padrao,N,99,91,87
homem,grupo_D,ensino_superior_continuado,padrao,N,73,72,69
homem,grupo_C,ensino_superior_incompleto,gratuita,N,76,71,71
mulher,grupo_B,ensino_fundamental,padrao,S,72,83,88
mulher,grupo_D,ensino_superior_mestrado,padrao,S,96,100,100
mulher,grupo_B,ensino_superior_completo,padrao,S,72,75,80
mulher,grupo_B,ensino_superior_continuado,padrao,N,80,80,84
homem,grupo_B,ensino_medio,padrao,N,64,74,68
mulher,grupo_E,ensino_superior_continuado,gratuita,S,94,100,100
homem,grupo_A,ensino_superior_mestrado,gratuita,N,47,53,45
homem,grupo_C,ensino_fundamental,gratuita,N,40,34,36
homem,grupo_B,ensino_superior_incompleto,padrao,N,69,68,60
mulher,grupo_C,ensino_superior_mestrado,gratuita,S,75,87,92
mulher,grupo_C,ensino_fundamental,padrao,S,51,67,64
homem,grupo_D,ensino_superior_completo,gratuita,N,67,67,61
homem,grupo_C,ensino_superior_continuado,padrao,N,65,62,56
homem,grupo_A,ensino_superior_completo,gratuita,N,80,74,76
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,54,52,59
mulher,grupo_B,ensino_medio,padrao,N,62,69,64
mulher,grupo_B,ensino_superior_incompleto,padrao,N,76,83,76
homem,grupo_E,ensino_fundamental,padrao,N,82,65,59
homem,grupo_C,ensino_fundamental,gratuita,N,60,62,63
homem,grupo_D,ensino_superior_continuado,padrao,N,93,89,85
homem,grupo_B,ensino_medio,gratuita,N,45,36,35
homem,grupo_D,ensino_superior_incompleto,gratuita,N,66,67,69
mulher,grupo_E,ensino_medio,gratuita,N,52,57,48
homem,grupo_D,ensino_fundamental,gratuita,S,35,32,36
mulher,grupo_D,ensino_medio,gratuita,S,62,75,77
homem,grupo_E,ensino_medio,padrao,N,63,51,44
mulher,grupo_B,ensino_superior_mestrado,padrao,N,67,76,73
homem,grupo_B,ensino_superior_completo,padrao,N,96,80,79
mulher,grupo_B,ensino_superior_continuado,gratuita,N,64,73,71
homem,grupo_E,ensino_fundamental,padrao,N,96,91,88
homem,grupo_E,ensino_superior_incompleto,padrao,N,84,79,78
homem,grupo_D,ensino_superior_mestrado,gratuita,S,77,69,68
homem,grupo_B,ensino_superior_incompleto,gratuita,N,53,53,51
mulher,grupo_A,ensino_medio,gratuita,S,61,74,69
mulher,grupo_D,ensino_superior_incompleto,padrao,S,63,76,82
homem,grupo_C,ensino_superior_incompleto,padrao,N,58,54,49
mulher,grupo_A,ensino_superior_incompleto,gratuita,N,46,63,59
homem,grupo_C,ensino_superior_incompleto,padrao,S,61,62,67
homem,grupo_B,ensino_superior_completo,padrao,N,89,79,79
mulher,grupo_C,ensino_superior_incompleto,gratuita,N,47,61,57
mulher,grupo_C,ensino_medio,padrao,N,54,61,60
mulher,grupo_C,ensino_superior_completo,gratuita,S,70,82,90
homem,grupo_D,ensino_fundamental,padrao,S,81,72,75
homem,grupo_C,ensino_superior_incompleto,padrao,N,78,75,66
homem,grupo_D,ensino_superior_incompleto,padrao,N,84,78,80
mulher,grupo_D,ensino_superior_completo,gratuita,N,58,65,65
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,52,59,63
homem,grupo_C,ensino_superior_mestrado,padrao,S,90,92,95
homem,grupo_D,ensino_superior_mestrado,gratuita,S,75,73,74
homem,grupo_B,ensino_superior_continuado,padrao,N,98,87,87
homem,grupo_C,ensino_superior_incompleto,gratuita,N,58,57,53
mulher,grupo_E,ensino_fundamental,gratuita,S,68,77,79
homem,grupo_B,ensino_fundamental,gratuita,S,47,62,55
homem,grupo_C,ensino_medio,gratuita,N,58,65,50
mulher,grupo_E,ensino_superior_continuado,gratuita,N,55,68,62
homem,grupo_E,ensino_fundamental,gratuita,N,58,46,40
mulher,grupo_E,ensino_superior_continuado,padrao,N,54,57,63
homem,grupo_B,ensino_superior_continuado,gratuita,N,64,61,58
mulher,grupo_E,ensino_superior_incompleto,padrao,S,70,77,78
homem,grupo_C,ensino_medio,padrao,S,58,63,57
mulher,grupo_D,ensino_fundamental,gratuita,N,37,48,47
homem,grupo_C,ensino_superior_incompleto,gratuita,N,67,57,57
